code,name,year,traffic-flow
E09000009,ealing,1997,798
E09000010,enfield,1997,960
E09000011,greenwich,1997,685
E09000012,hackney,1997,331
E09000013,hammersmith and fulham,1997,361
E09000014,haringey,1997,390
E09000015,harrow,1997,379
E09000016,havering,1997,901
E09000017,hillingdon,1997,1365
E09000018,hounslow,1997,1042
E09000019,islington,1997,302
E09000020,kensington and chelsea,1997,368
E09000021,kingston upon thames,1997,622
E09000022,lambeth,1997,577
E09000023,lewisham,1997,541
E09000024,merton,1997,416
E09000025,newham,1997,556
E09000026,redbridge,1997,595
E09000027,richmond upon thames,1997,558
E09000028,southwark,1997,541
E09000029,sutton,1997,441
E09000030,tower hamlets,1997,569
E09000031,waltham forest,1997,442
E09000032,wandsworth,1997,634
E09000033,westminster,1997,660
E06000036,bracknell forest,1997,434
E06000043,brighton and hove,1997,810
E06000060,buckinghamshire,1997,3531
E10000011,east sussex,1997,2446
E10000014,hampshire,1997,8307
E06000046,isle of wight,1997,370
E10000016,kent,1997,7951
E06000035,medway,1997,700
E06000042,milton keynes,1997,1330
E10000025,oxfordshire,1997,4213
E06000044,portsmouth,1997,727
E06000038,reading,1997,399
E06000039,slough,1997,519
E06000045,southampton,1997,661
E10000030,surrey,1997,8135
E06000037,west berkshire,1997,1622
E10000032,west sussex,1997,4276
E06000040,windsor and maidenhead,1997,1097
E06000041,wokingham,1997,969
E06000022,bath and north east somerset,1997,647
E06000023,bristol,1997,1278
E06000052,cornwall,1997,2421
E10000008,devon,1997,4151
E10000013,gloucestershire,1997,3252
E06000053,isles of scilly,1997,2
E06000024,north somerset,1997,1136
E06000026,plymouth,1997,766
E10000027,somerset,1997,3243
E06000025,south gloucestershire,1997,1898
E06000030,swindon,1997,940
E06000027,torbay,1997,372
E06000054,wiltshire,1997,3035
S12000033,aberdeen city,1997,783
S12000034,aberdeenshire,1997,1537
S12000041,angus,1997,565
S12000035,argyll & bute,1997,496
S12000005,clackmannanshire,1997,161
S12000006,dumfries and galloway,1997,1092
S12000042,dundee city,1997,490
S12000008,east ayrshire,1997,528
S12000045,east dunbartonshire,1997,308
S12000010,east lothian,1997,445
S12000011,east renfrewshire,1997,337
S12000036,edinburgh,1997,1663
S12000013,eilean siar,1997,108
S12000014,falkirk,1997,762
S12000047,fife,1997,1540
S12000049,glasgow city,1997,1824
S12000017,highland,1997,1402
S12000018,inverclyde,1997,305
S12000019,midlothian,1997,350
S12000020,moray,1997,393
S12000021,north ayrshire,1997,424
S12000050,north lanarkshire,1997,1676
S12000023,orkney islands,1997,75
S12000048,perth and kinross,1997,1308
S12000038,renfrewshire,1997,804
S12000026,scottish borders,1997,662
S12000027,shetland islands,1997,106
S12000028,south ayrshire,1997,524
S12000029,south lanarkshire,1997,1272
S12000030,stirling,1997,649
S12000039,west dunbartonshire,1997,348
S12000040,west lothian,1997,893
W06000019,blaenau gwent,1997,215
W06000013,bridgend,1997,666
W06000018,caerphilly,1997,626
W06000015,cardiff,1997,1653
W06000010,carmarthenshire,1997,1024
W06000008,ceredigion,1997,412
W06000003,conwy,1997,615
W06000004,denbighshire,1997,469
W06000005,flintshire,1997,919
W06000002,gwynedd,1997,711
W06000001,isle of anglesey,1997,291
W06000024,merthyr tydfil,1997,208
W06000021,monmouthshire,1997,726
W06000012,neath port talbot,1997,664
W06000022,newport,1997,1006
W06000009,pembrokeshire,1997,568
W06000023,powys,1997,813
W06000016,rhondda cynon taf,1997,1105
W06000011,swansea,1997,890
W06000014,the vale of glamorgan,1997,598
W06000020,torfaen,1997,321
W06000006,wrexham,1997,522
E06000047,county durham,1998,2201
E06000005,darlington,1998,485
E06000001,hartlepool,1998,375
E06000002,middlesbrough,1998,748
E06000057,northumberland,1998,1462
E06000003,redcar and cleveland,1998,559
E06000004,stockton-on-tees,1998,876
E08000037,gateshead,1998,1143
E08000021,newcastle upon tyne,1998,1095
E08000022,north tyneside,1998,778
E08000023,south tyneside,1998,455
E08000024,sunderland,1998,1058
E06000008,blackburn with darwen,1998,416
E06000009,blackpool,1998,351
E10000006,cumbria,1998,3225
E06000006,halton,1998,570
E10000017,lancashire,1998,6326
E06000007,warrington,1998,1454
E08000001,bolton,1998,1228
E08000002,bury,1998,900
E08000003,manchester,1998,1651
E08000004,oldham,1998,531
E08000005,rochdale,1998,985
E08000006,salford,1998,1397
E08000007,stockport,1998,1073
E08000008,tameside,1998,561
E08000009,trafford,1998,972
E08000010,wigan,1998,1135
E08000011,knowsley,1998,751
E08000012,liverpool,1998,1323
E08000014,sefton,1998,679
E08000013,st. helens,1998,744
E08000015,wirral,1998,966
E06000011,east riding of yorkshire,1998,1813
E06000010,kingston upon hull,1998,697
E06000012,north east lincolnshire,1998,561
E06000013,north lincolnshire,1998,880
E10000023,north yorkshire,1998,4391
E06000014,york,1998,691
E08000016,barnsley,1998,991
E08000017,doncaster,1998,1634
E08000018,rotherham,1998,1359
E08000019,sheffield,1998,1557
E08000032,bradford,1998,1440
E08000033,calderdale,1998,893
E08000034,kirklees,1998,1524
E08000035,leeds,1998,3660
E08000036,wakefield,1998,1518
E06000015,derby,1998,988
E10000007,derbyshire,1998,4316
E06000016,leicester,1998,817
E10000018,leicestershire,1998,4100
E10000019,lincolnshire,1998,3119
E06000018,nottingham,1998,929
E10000024,nottinghamshire,1998,3721
E06000017,rutland,1998,334
E06000019,herefordshire,1998,1021
E06000051,shropshire,1998,1695
E10000028,staffordshire,1998,5056
E06000021,stoke-on-trent,1998,769
E06000020,telford and wrekin,1998,769
E10000031,warwickshire,1998,5005
E10000034,worcestershire,1998,3848
E08000025,birmingham,1998,3674
E08000026,coventry,1998,1066
E08000027,dudley,1998,1045
E08000028,sandwell,1998,1177
E08000029,solihull,1998,1306
E08000030,walsall,1998,894
E08000031,wolverhampton,1998,731
E10000003,cambridgeshire,1998,4024
E10000012,essex,1998,7797
E10000015,hertfordshire,1998,6732
E06000032,luton,1998,480
E10000020,norfolk,1998,4529
E06000031,peterborough,1998,985
E06000033,southend-on-sea,1998,386
E10000029,suffolk,1998,3403
E06000034,thurrock,1998,868
E09000002,barking and dagenham,1998,338
E09000003,barnet,1998,1013
E09000004,bexley,1998,573
E09000005,brent,1998,595
E09000006,bromley,1998,815
E09000007,camden,1998,390
E09000001,city of london,1998,135
E09000008,croydon,1998,841
E09000009,ealing,1998,800
E09000010,enfield,1998,961
E09000011,greenwich,1998,692
E09000012,hackney,1998,326
E09000013,hammersmith and fulham,1998,362
E09000014,haringey,1998,389
E09000015,harrow,1998,386
E09000016,havering,1998,910
E09000017,hillingdon,1998,1408
E09000018,hounslow,1998,1055
E09000019,islington,1998,300
E09000020,kensington and chelsea,1998,367
E09000021,kingston upon thames,1998,630
E09000022,lambeth,1998,574
E09000023,lewisham,1998,543
E09000024,merton,1998,418
E09000025,newham,1998,550
E09000026,redbridge,1998,596
E09000027,richmond upon thames,1998,562
E09000028,southwark,1998,539
E09000029,sutton,1998,444
E09000030,tower hamlets,1998,566
E09000031,waltham forest,1998,439
E09000032,wandsworth,1998,632
E09000033,westminster,1998,670
E06000036,bracknell forest,1998,436
E06000043,brighton and hove,1998,822
E06000060,buckinghamshire,1998,3606
E10000011,east sussex,1998,2491
E10000014,hampshire,1998,8461
E06000046,isle of wight,1998,371
E10000016,kent,1998,8133
E06000035,medway,1998,702
E06000042,milton keynes,1998,1368
E10000025,oxfordshire,1998,4309
E06000044,portsmouth,1998,742
E06000038,reading,1998,403
E06000039,slough,1998,529
E06000045,southampton,1998,668
E10000030,surrey,1998,8431
E06000037,west berkshire,1998,1688
E10000032,west sussex,1998,4383
E06000040,windsor and maidenhead,1998,1112
E06000041,wokingham,1998,988
E06000022,bath and north east somerset,1998,651
E06000023,bristol,1998,1297
E06000052,cornwall,1998,2456
E10000008,devon,1998,4233
E10000013,gloucestershire,1998,3298
E06000053,isles of scilly,1998,2
E06000024,north somerset,1998,1170
E06000026,plymouth,1998,769
E10000027,somerset,1998,3309
E06000025,south gloucestershire,1998,1955
E06000030,swindon,1998,978
E06000027,torbay,1998,377
E06000054,wiltshire,1998,3113
S12000033,aberdeen city,1998,790
S12000034,aberdeenshire,1998,1552
S12000041,angus,1998,571
S12000035,argyll & bute,1998,496
S12000005,clackmannanshire,1998,163
S12000006,dumfries and galloway,1998,1110
S12000042,dundee city,1998,496
S12000008,east ayrshire,1998,535
S12000045,east dunbartonshire,1998,313
S12000010,east lothian,1998,451
S12000011,east renfrewshire,1998,342
S12000036,edinburgh,1998,1694
S12000013,eilean siar,1998,109
S12000014,falkirk,1998,781
S12000047,fife,1998,1561
S12000049,glasgow city,1998,1876
S12000017,highland,1998,1407
S12000018,inverclyde,1998,309
S12000019,midlothian,1998,355
S12000020,moray,1998,396
S12000021,north ayrshire,1998,427
S12000050,north lanarkshire,1998,1707
S12000023,orkney islands,1998,75
S12000048,perth and kinross,1998,1326
S12000038,renfrewshire,1998,824
S12000026,scottish borders,1998,668
S12000027,shetland islands,1998,107
S12000028,south ayrshire,1998,530
S12000029,south lanarkshire,1998,1295
S12000030,stirling,1998,659
S12000039,west dunbartonshire,1998,352
S12000040,west lothian,1998,919
W06000019,blaenau gwent,1998,217
W06000013,bridgend,1998,679
W06000018,caerphilly,1998,636
W06000015,cardiff,1998,1699
W06000010,carmarthenshire,1998,1034
W06000008,ceredigion,1998,408
W06000003,conwy,1998,612
W06000004,denbighshire,1998,473
W06000005,flintshire,1998,909
W06000002,gwynedd,1998,714
W06000001,isle of anglesey,1998,299
W06000024,merthyr tydfil,1998,210
W06000021,monmouthshire,1998,738
W06000012,neath port talbot,1998,664
W06000022,newport,1998,1031
W06000009,pembrokeshire,1998,569
W06000023,powys,1998,818
W06000016,rhondda cynon taf,1998,1131
W06000011,swansea,1998,910
W06000014,the vale of glamorgan,1998,608
W06000020,torfaen,1998,332
W06000006,wrexham,1998,530
E06000047,county durham,1999,2252
E06000005,darlington,1999,496
E06000001,hartlepool,1999,384
E06000002,middlesbrough,1999,772
E06000057,northumberland,1999,1520
E06000003,redcar and cleveland,1999,574
E06000004,stockton-on-tees,1999,900
E08000037,gateshead,1999,1151
E08000021,newcastle upon tyne,1999,1120
E08000022,north tyneside,1999,795
E08000023,south tyneside,1999,463
E08000024,sunderland,1999,1078
E06000008,blackburn with darwen,1999,417
E06000009,blackpool,1999,356
E10000006,cumbria,1999,3241
E06000006,halton,1999,571
E10000017,lancashire,1999,6484
E06000007,warrington,1999,1471
E08000001,bolton,1999,1252
E08000002,bury,1999,930
E08000003,manchester,1999,1676
E08000004,oldham,1999,543
E08000005,rochdale,1999,1003
E08000006,salford,1999,1427
E08000007,stockport,1999,1094
E08000008,tameside,1999,567
E08000009,trafford,1999,973
E08000010,wigan,1999,1154
E08000011,knowsley,1999,764
E08000012,liverpool,1999,1339
E08000014,sefton,1999,666
E08000013,st. helens,1999,763
E08000015,wirral,1999,977
E06000011,east riding of yorkshire,1999,1869
E06000010,kingston upon hull,1999,719
E06000012,north east lincolnshire,1999,564
E06000013,north lincolnshire,1999,892
E10000023,north yorkshire,1999,4427
E06000014,york,1999,713
E08000016,barnsley,1999,1074
E08000017,doncaster,1999,1635
E08000018,rotherham,1999,1323
E08000019,sheffield,1999,1593
E08000032,bradford,1999,1446
E08000033,calderdale,1999,901
E08000034,kirklees,1999,1554
E08000035,leeds,1999,3649
E08000036,wakefield,1999,1567
E06000015,derby,1999,1000
E10000007,derbyshire,1999,4346
E06000016,leicester,1999,832
E10000018,leicestershire,1999,4233
E10000019,lincolnshire,1999,3205
E06000018,nottingham,1999,940
E10000024,nottinghamshire,1999,3843
E06000017,rutland,1999,335
E06000019,herefordshire,1999,1040
E06000051,shropshire,1999,1723
E10000028,staffordshire,1999,5143
E06000021,stoke-on-trent,1999,764
E06000020,telford and wrekin,1999,782
E10000031,warwickshire,1999,4986
E10000034,worcestershire,1999,3959
E08000025,birmingham,1999,3697
E08000026,coventry,1999,1087
E08000027,dudley,1999,1064
E08000028,sandwell,1999,1191
E08000029,solihull,1999,1325
E08000030,walsall,1999,912
E08000031,wolverhampton,1999,749
E10000003,cambridgeshire,1999,4116
E10000012,essex,1999,7967
E10000015,hertfordshire,1999,6803
E06000032,luton,1999,487
E10000020,norfolk,1999,4605
E06000031,peterborough,1999,1032
E06000033,southend-on-sea,1999,399
E10000029,suffolk,1999,3472
E06000034,thurrock,1999,908
E09000002,barking and dagenham,1999,357
E09000003,barnet,1999,1036
E09000004,bexley,1999,581
E09000005,brent,1999,608
E09000006,bromley,1999,824
E09000007,camden,1999,394
E09000001,city of london,1999,134
E09000008,croydon,1999,855
E09000009,ealing,1999,858
E09000010,enfield,1999,967
E09000011,greenwich,1999,710
E09000012,hackney,1999,336
E09000013,hammersmith and fulham,1999,364
E09000014,haringey,1999,396
E09000015,harrow,1999,395
E09000016,havering,1999,952
E09000017,hillingdon,1999,1433
E09000018,hounslow,1999,1077
E09000019,islington,1999,307
E09000020,kensington and chelsea,1999,372
E09000021,kingston upon thames,1999,637
E09000022,lambeth,1999,590
E09000023,lewisham,1999,553
E09000024,merton,1999,425
E09000025,newham,1999,576
E09000026,redbridge,1999,640
E09000027,richmond upon thames,1999,573
E09000028,southwark,1999,555
E09000029,sutton,1999,456
E09000030,tower hamlets,1999,576
E09000031,waltham forest,1999,458
E09000032,wandsworth,1999,646
E09000033,westminster,1999,673
E06000036,bracknell forest,1999,445
E06000043,brighton and hove,1999,834
E06000060,buckinghamshire,1999,3744
E10000011,east sussex,1999,2525
E10000014,hampshire,1999,8688
E06000046,isle of wight,1999,373
E10000016,kent,1999,8321
E06000035,medway,1999,714
E06000042,milton keynes,1999,1427
E10000025,oxfordshire,1999,4399
E06000044,portsmouth,1999,751
E06000038,reading,1999,408
E06000039,slough,1999,545
E06000045,southampton,1999,684
E10000030,surrey,1999,8464
E06000037,west berkshire,1999,1702
E10000032,west sussex,1999,4497
E06000040,windsor and maidenhead,1999,1122
E06000041,wokingham,1999,1012
E06000022,bath and north east somerset,1999,663
E06000023,bristol,1999,1303
E06000052,cornwall,1999,2456
E10000008,devon,1999,4245
E10000013,gloucestershire,1999,3423
E06000053,isles of scilly,1999,2
E06000024,north somerset,1999,1239
E06000026,plymouth,1999,788
E10000027,somerset,1999,3374
E06000025,south gloucestershire,1999,1997
E06000030,swindon,1999,1001
E06000027,torbay,1999,385
E06000054,wiltshire,1999,3095
S12000033,aberdeen city,1999,801
S12000034,aberdeenshire,1999,1567
S12000041,angus,1999,580
S12000035,argyll & bute,1999,503
S12000005,clackmannanshire,1999,168
S12000006,dumfries and galloway,1999,1119
S12000042,dundee city,1999,502
S12000008,east ayrshire,1999,549
S12000045,east dunbartonshire,1999,317
S12000010,east lothian,1999,463
S12000011,east renfrewshire,1999,348
S12000036,edinburgh,1999,1721
S12000013,eilean siar,1999,108
S12000014,falkirk,1999,807
S12000047,fife,1999,1568
S12000049,glasgow city,1999,1911
S12000017,highland,1999,1431
S12000018,inverclyde,1999,314
S12000019,midlothian,1999,370
S12000020,moray,1999,402
S12000021,north ayrshire,1999,423
S12000050,north lanarkshire,1999,1730
S12000023,orkney islands,1999,76
S12000048,perth and kinross,1999,1318
S12000038,renfrewshire,1999,835
S12000026,scottish borders,1999,678
S12000027,shetland islands,1999,110
S12000028,south ayrshire,1999,540
S12000029,south lanarkshire,1999,1328
S12000030,stirling,1999,670
S12000039,west dunbartonshire,1999,357
S12000040,west lothian,1999,945
W06000019,blaenau gwent,1999,218
W06000013,bridgend,1999,706
W06000018,caerphilly,1999,645
W06000015,cardiff,1999,1731
W06000010,carmarthenshire,1999,1021
W06000008,ceredigion,1999,412
W06000003,conwy,1999,613
W06000004,denbighshire,1999,490
W06000005,flintshire,1999,953
W06000002,gwynedd,1999,694
W06000001,isle of anglesey,1999,300
W06000024,merthyr tydfil,1999,208
W06000021,monmouthshire,1999,762
W06000012,neath port talbot,1999,684
W06000022,newport,1999,1047
W06000009,pembrokeshire,1999,587
W06000023,powys,1999,825
W06000016,rhondda cynon taf,1999,1152
W06000011,swansea,1999,939
W06000014,the vale of glamorgan,1999,616
W06000020,torfaen,1999,337
W06000006,wrexham,1999,538
E06000047,county durham,2000,2239
E06000005,darlington,2000,482
E06000001,hartlepool,2000,377
E06000002,middlesbrough,2000,751
E06000057,northumberland,2000,1499
E06000003,redcar and cleveland,2000,558
E06000004,stockton-on-tees,2000,894
E08000037,gateshead,2000,1118
E08000021,newcastle upon tyne,2000,1093
E08000022,north tyneside,2000,772
E08000023,south tyneside,2000,461
E08000024,sunderland,2000,1071
E06000008,blackburn with darwen,2000,420
E06000009,blackpool,2000,352
E10000006,cumbria,2000,3252
E06000006,halton,2000,585
E10000017,lancashire,2000,6370
E06000007,warrington,2000,1494
E08000001,bolton,2000,1241
E08000002,bury,2000,912
E08000003,manchester,2000,1669
E08000004,oldham,2000,539
E08000005,rochdale,2000,1006
E08000006,salford,2000,1433
E08000007,stockport,2000,1079
E08000008,tameside,2000,559
E08000009,trafford,2000,959
E08000010,wigan,2000,1158
E08000011,knowsley,2000,777
E08000012,liverpool,2000,1332
E08000014,sefton,2000,694
E08000013,st. helens,2000,767
E08000015,wirral,2000,976
E06000011,east riding of yorkshire,2000,1846
E06000010,kingston upon hull,2000,712
E06000012,north east lincolnshire,2000,563
E06000013,north lincolnshire,2000,902
E10000023,north yorkshire,2000,4374
E06000014,york,2000,726
E08000016,barnsley,2000,1083
E08000017,doncaster,2000,1654
E08000018,rotherham,2000,1334
E08000019,sheffield,2000,1595
E08000032,bradford,2000,1436
E08000033,calderdale,2000,900
E08000034,kirklees,2000,1560
E08000035,leeds,2000,3656
E08000036,wakefield,2000,1551
E06000015,derby,2000,985
E10000007,derbyshire,2000,4253
